Date,Price Trend,Volume Trend,SMA Distance from the Price,SMA Trend,EMA Distance from the Price,EMA Trend,RSI,CMF,CMF Trend,MFI,MFI Trend,VWMA Distance from the Price,VWMA Trend
2026-03-18,-0.0003562521609756511,-0.0008889620352213548,-0.00670904727962629,-0.000865238368926937,-0.006799547735778511,-0.00046665807257391433,42.93771317443946,-0.6567908701450804,-0.7106033112860535,25.778559794808018,-35.68284572665293,0.007421872692807696,-0.004088465387186071
